"id","created_at","name","has_test","alternate_url"
"125390186","2025-09-16T13:59:08+0300","Middle", Computer Vision",false
"125404929","2025-09-16T17:19:49+0300","-",false,"https://hh.ru/vacancy/125404929"
"125406932","2025-09-16T17:50:42+0300","-",false,"https://hh.ru/vacancy/125406932"
"125409444","2025-09-16T19:59:40+0300","-",false,"https://hh.ru/vacancy/125409444"
