"id","created_at","name","has_test","alternate_url"
"124433475","2025-08-25T12:31:06+0300","Junior",false,"https://hh.ru/vacancy/124433475"
"124449246","2025-08-25T15:52:47+0300","Junior", ML) / Дата-сайентист",false
