['281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000']
         1180019 function calls (1156016 primitive calls) in 2.776 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.002    0.002 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        4    0.000    0.000    0.000    0.000 calendar.py:644(timegm)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.028    0.028 cd.py:1(<module>)
        1    0.000    0.000    0.004    0.004 certs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.032    0.032 client.py:1(<module>)
       12    0.000    0.000    0.000    0.000 client.py:1008(_output)
        1    0.000    0.000    0.000    0.000 client.py:1029(_send_output)
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
        1    0.000    0.000    0.000    0.000 client.py:1210(_encode_request)
        1    0.000    0.000    0.000    0.000 client.py:1214(_validate_method)
        1    0.000    0.000    0.000    0.000 client.py:1223(_validate_path)
        1    0.000    0.000    0.000    0.000 client.py:1231(_validate_host)
       11    0.000    0.000    0.000    0.000 client.py:1239(putheader)
        1    0.000    0.000    0.000    0.000 client.py:1267(endheaders)
        1    0.000    0.000    1.218    1.218 client.py:1331(getresponse)
        1    0.000    0.000    0.000    0.000 client.py:1399(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1460(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1465(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1468(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1471(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1476(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1479(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1482(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1496(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1499(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1502(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1505(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1508(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1515(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1520(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
        1    0.000    0.000    0.068    0.068 client.py:206(_read_headers)
        1    0.000    0.000    0.069    0.069 client.py:224(parse_headers)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    1.149    1.149 client.py:278(_read_status)
        1    0.000    0.000    1.218    1.218 client.py:311(begin)
        1    0.000    0.000    0.000    0.000 client.py:383(_check_close)
        1    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
        1    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 client.py:429(flush)
        1    0.000    0.000    0.000    0.000 client.py:440(isclosed)
       58    0.000    0.000    0.269    0.005 client.py:624(_safe_read)
        1    0.000    0.000    0.000    0.000 client.py:790(HTTPConnection)
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
        1    0.000    0.000    0.000    0.000 client.py:884(_get_hostport)
        1    0.000    0.000    0.000    0.000 client.py:968(send)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.014    0.014 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:30(_resolve_char_detection)
        2    0.000    0.000    0.026    0.013 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 connection.py:1075(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 connection.py:182(host)
        1    0.000    0.000    0.242    0.242 connection.py:192(_new_conn)
        1    0.000    0.000    0.242    0.242 connection.py:27(create_connection)
        2    0.000    0.000    0.000    0.000 connection.py:341(is_closed)
        1    0.000    0.000    0.000    0.000 connection.py:355(proxy_is_forwarding)
        1    0.000    0.000    0.000    0.000 connection.py:362(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
       11    0.000    0.000    0.000    0.000 connection.py:404(putheader)
       22    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:418(request)
       11    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        1    0.000    0.000    1.218    1.218 connection.py:534(getresponse)
        1    0.000    0.000    0.000    0.000 connection.py:597(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        1    0.000    0.000    0.372    0.372 connection.py:718(connect)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:885(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.130    0.130 connection.py:895(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.034    0.034 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.372    0.372 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        1    0.000    0.000    1.590    1.590 connectionpool.py:377(_make_request)
        1    0.000    0.000    1.591    1.591 connectionpool.py:592(urlopen)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:963(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        2    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        2    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:426(__exit__)
        1    0.000    0.000    0.010    0.010 cookiejar.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1075(set_ok_port)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1231(deepvalues)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1249(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1295(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1302(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1394(_normalized_cookie_tuples)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1491(_cookie_from_cookie_tuple)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1583(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1592(_process_rfc2109_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1672(set_cookie)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1685(extract_cookies)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1739(clear_expired_cookies)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1758(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1779(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1781(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1864(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1984(MozillaCookieJar)
        4    0.000    0.000    0.000    0.000 cookiejar.py:233(http2time)
        2    0.000    0.000    0.000    0.000 cookiejar.py:349(split_header_words)
       15    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        4    0.000    0.000    0.000    0.000 cookiejar.py:460(strip_quotes)
        2    0.000    0.000    0.000    0.000 cookiejar.py:467(parse_ns_headers)
       18    0.000    0.000    0.000    0.000 cookiejar.py:536(is_HDN)
        6    0.000    0.000    0.000    0.000 cookiejar.py:551(domain_match)
       12    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
        6    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
        6    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
       12    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        6    0.000    0.000    0.000    0.000 cookiejar.py:692(reach)
        6    0.000    0.000    0.000    0.000 cookiejar.py:727(is_third_party)
        1    0.000    0.000    0.000    0.000 cookiejar.py:744(Cookie)
        6    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 cookiejar.py:842(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:927(is_blocked)
        6    0.000    0.000    0.000    0.000 cookiejar.py:942(is_not_allowed)
        6    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
        6    0.000    0.000    0.000    0.000 cookiejar.py:969(set_ok_version)
        6    0.000    0.000    0.000    0.000 cookiejar.py:984(set_ok_verifiability)
        6    0.000    0.000    0.000    0.000 cookiejar.py:996(set_ok_name)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        2    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:117(info)
        2    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 cookies.py:145(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        6    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        1    0.000    0.000    0.000    0.000 cookies.py:442(BaseCookie)
        6    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
       18    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        3    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 cookies.py:582(SimpleCookie)
        6    0.000    0.000    0.000    0.000 cookies.py:69(is_unverifiable)
        1    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        6    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        6    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        6    0.000    0.000    0.000    0.000 copy.py:66(copy)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.006    0.003 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:20(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:32(InvalidCodepointContext)
        1    0.000    0.000    0.001    0.001 core.py:56(where)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp1252.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.075    0.075 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css.py:45(CSS)
        1    0.000    0.000    0.008    0.008 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:1562(SoupSieve)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 css_match.py:59(_FakeParent)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.064    0.064 css_parser.py:1(<module>)
       56    0.000    0.000    0.002    0.000 css_parser.py:1106(<listcomp>)
      341    0.001    0.000    0.003    0.000 css_parser.py:1108(selector_iter)
       16    0.000    0.000    0.012    0.001 css_parser.py:1149(process_selectors)
      322    0.000    0.000    0.000    0.000 css_parser.py:248(css_unescape)
        1    0.000    0.000    0.000    0.000 css_parser.py:303(SelectorPattern)
       16    0.000    0.000    0.033    0.002 css_parser.py:306(__init__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
     2585    0.001    0.000    0.002    0.000 css_parser.py:317(match)
        1    0.000    0.000    0.000    0.000 css_parser.py:323(SpecialPseudoPattern)
        1    0.000    0.000    0.017    0.017 css_parser.py:326(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:339(get_name)
      285    0.000    0.000    0.000    0.000 css_parser.py:344(match)
        1    0.000    0.000    0.000    0.000 css_parser.py:360(_Selector)
      142    0.000    0.000    0.000    0.000 css_parser.py:369(__init__)
  142/137    0.000    0.000    0.001    0.000 css_parser.py:385(_freeze_relations)
  142/137    0.000    0.000    0.002    0.000 css_parser.py:395(freeze)
        1    0.000    0.000    0.034    0.034 css_parser.py:428(CSSParser)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       79    0.000    0.000    0.004    0.000 css_parser.py:472(parse_attribute_selector)
       75    0.000    0.000    0.001    0.000 css_parser.py:542(parse_tag_pattern)
    44/32    0.000    0.000    0.009    0.000 css_parser.py:579(parse_pseudo_class)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
    40/31    0.000    0.000    0.009    0.000 css_parser.py:746(parse_pseudo_open)
       86    0.000    0.000    0.000    0.000 css_parser.py:812(parse_combinator)
    56/16    0.001    0.000    0.012    0.001 css_parser.py:925(parse_selectors)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
      142    0.000    0.000    0.001    0.000 css_types.py:203(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 css_types.py:243(SelectorTag)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:257(SelectorAttribute)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        1    0.000    0.000    0.000    0.000 css_types.py:298(SelectorNth)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
      199    0.000    0.000    0.001    0.000 css_types.py:360(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
      496    0.002    0.000    0.002    0.000 css_types.py:41(__init__)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.097    0.097 dammit.py:1(<module>)
        1    0.004    0.004    0.051    0.051 dammit.py:128(_populate_class_variables)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       61    0.000    0.000    0.000    0.000 dammit.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.181    0.181 element.py:1(<module>)
        3    0.000    0.000    0.018    0.006 element.py:1266(_find_all)
        1    0.000    0.000    0.000    0.000 element.py:137(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 element.py:1461(NavigableString)
     6666    0.007    0.000    0.018    0.000 element.py:1478(__new__)
        1    0.000    0.000    0.000    0.000 element.py:1619(PreformattedString)
        1    0.000    0.000    0.000    0.000 element.py:1646(CData)
        1    0.000    0.000    0.000    0.000 element.py:1653(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1660(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1667(Comment)
        1    0.000    0.000    0.000    0.000 element.py:1674(Declaration)
        1    0.000    0.000    0.000    0.000 element.py:1681(Doctype)
        1    0.000    0.000    0.000    0.000 element.py:171(AttributeValueWithCharsetSubstitution)
        1    0.000    0.000    0.000    0.000 element.py:1721(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:1730(Script)
        1    0.000    0.000    0.000    0.000 element.py:1740(TemplateString)
        1    0.000    0.000    0.000    0.000 element.py:1749(RubyTextString)
        1    0.000    0.000    0.000    0.000 element.py:1758(RubyParenthesisString)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
     6644    0.023    0.000    0.081    0.000 element.py:1813(__init__)
        1    0.000    0.000    0.000    0.000 element.py:195(CharsetMetaAttributeValue)
     6642    0.003    0.000    0.004    0.000 element.py:2007(is_empty_element)
        2    0.000    0.000    0.000    0.000 element.py:206(__new__)
       12    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
        1    0.000    0.000    0.000    0.000 element.py:223(AttributeValueList)
        1    0.000    0.000    0.000    0.000 element.py:232(AttributeDict)
      909    0.000    0.000    0.000    0.000 element.py:2355(get)
       58    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.000    0.000 element.py:239(XMLAttributeDict)
     3339    0.000    0.000    0.000    0.000 element.py:2414(__bool__)
        2    0.000    0.000    0.000    0.000 element.py:2418(__setitem__)
      112    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        1    0.000    0.000    0.000    0.000 element.py:2679(_TreeTraversalEvent)
        1    0.000    0.000    0.000    0.000 element.py:271(HTMLAttributeDict)
        1    0.000    0.000    0.000    0.000 element.py:2957(find)
        3    0.000    0.000    0.018    0.006 element.py:3024(find_all)
     6705    0.001    0.000    0.001    0.000 element.py:3090(descendants)
        1    0.000    0.000    0.000    0.000 element.py:314(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 element.py:3187(ResultSet)
        3    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
    19976    0.017    0.000    0.017    0.000 element.py:382(setup)
        6    0.000    0.000    0.000    0.000 element.py:530(get_text)
        6    0.000    0.000    0.000    0.000 element.py:553(<listcomp>)
        9    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       34    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
      268    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       20    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
       20    0.002    0.000    0.004    0.000 enum.py:180(__new__)
       20    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      329    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       20    0.001    0.000    0.001    0.000 enum.py:222(<setcomp>)
       53    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
      329    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      619    0.000    0.000    0.004    0.000 enum.py:359(__call__)
       20    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      329    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
      136    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
      393    0.000    0.000    0.001    0.000 enum.py:470(__setattr__)
       10    0.000    0.000    0.003    0.000 enum.py:483(_create_)
       10    0.000    0.000    0.005    0.000 enum.py:536(_convert_)
       10    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       20    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       50    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:58(_make_class_unpicklable)
       50    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       20    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
      609    0.000    0.000    0.001    0.000 enum.py:678(__new__)
        1    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
      354    0.000    0.000    0.000    0.000 enum.py:801(value)
       20    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      329    0.001    0.000    0.002    0.000 enum.py:89(__setitem__)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
       12    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
      100    0.000    0.000    0.001    0.000 enum.py:980(__or__)
      195    0.000    0.000    0.001    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
