['281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000']
         1180019 function calls (1156016 primitive calls) in 2.776 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 poolmanager.py:390(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 poolmanager.py:508(ProxyManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        3    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        3    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 probe.py:13(__init__)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:245(_init)
       12    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 re.py:202(sub)
        1    0.000    0.000    0.000    0.000 re.py:222(split)
      369    0.000    0.000    0.137    0.000 re.py:249(compile)
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
      371    0.002    0.000    0.137    0.000 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:108(NamespaceReader)
        1    0.000    0.000    0.000    0.000 readers.py:11(FileReader)
        1    0.000    0.000    0.000    0.000 readers.py:12(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:15(resource_path)
        1    0.000    0.000    0.000    0.000 readers.py:27(ZipReader)
        1    0.000    0.000    0.000    0.000 readers.py:49(MultiplexedPath)
        2    0.000    0.000    0.005    0.003 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1061(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1244(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1416(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:144(set_file_position)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1641(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1694(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:194(ChunksAndContentLength)
        1    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        1    0.000    0.000    0.000    0.000 request.py:2139(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2392(ftpwrapper)
        2    0.000    0.000    0.000    0.000 request.py:2487(getproxies_environment)
        1    0.000    0.000    0.000    0.000 request.py:2524(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 request.py:426(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:47(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:63(make_headers)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:791(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:898(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:908(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:939(AbstractBasicAuthHandler)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resources.py:107(path)
        1    0.000    0.000    0.000    0.000 resources.py:129(_path_from_reader)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        3    0.000    0.000    0.026    0.009 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:100(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:101(__init__)
       39    0.001    0.000    0.011    0.000 response.py:105(decompress)
       39    0.000    0.000    0.281    0.007 response.py:1069(stream)
        2    0.000    0.000    0.000    0.000 response.py:1153(supports_chunked_reads)
       39    0.000    0.000    0.000    0.000 response.py:1162(_update_chunk_length)
       38    0.000    0.000    0.269    0.007 response.py:1180(_handle_chunk)
       39    0.000    0.000    0.281    0.007 response.py:1202(read_chunked)
        1    0.000    0.000    0.000    0.000 response.py:126(flush)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:214(MultiDecoder)
        1    0.000    0.000    0.000    0.000 response.py:235(_get_decoder)
        1    0.000    0.000    0.000    0.000 response.py:253(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 response.py:270(__init__)
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:341(__init__)
        2    0.000    0.000    0.000    0.000 response.py:369(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 response.py:429(retries)
        1    0.000    0.000    0.000    0.000 response.py:475(_init_decoder)
       38    0.000    0.000    0.011    0.000 response.py:494(_decode)
        1    0.000    0.000    0.000    0.000 response.py:524(_flush_decoder)
        1    0.000    0.000    0.000    0.000 response.py:54(ContentDecoder)
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:602(__init__)
        1    0.000    0.000    0.000    0.000 response.py:62(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:666(release_conn)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        2    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        1    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        1    0.000    0.000    0.000    0.000 response.py:91(is_response_to_head)
        1    0.000    0.000    0.000    0.000 response.py:94(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 retry.py:33(RequestHistory)
        1    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.002    0.002 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.008    0.008 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:451(__enter__)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.002    0.002 sessions.py:457(prepare_request)
        1    0.000    0.000    1.877    1.877 sessions.py:500(request)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    1.875    1.875 sessions.py:673(send)
        1    0.000    0.000    0.000    0.000 sessions.py:724(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 sessions.py:805(<listcomp>)
        3    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:91(merge_hooks)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.004    0.004 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        3    0.001    0.000    0.001    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        1    0.000    0.000    0.000    0.000 socket.py:488(_decref_socketios)
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
        1    0.000    0.000    0.000    0.000 socket.py:514(family)
        1    0.000    0.000    0.000    0.000 socket.py:520(type)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 socket.py:679(__init__)
      309    0.000    0.000    1.486    0.005 socket.py:691(readinto)
      310    0.000    0.000    0.000    0.000 socket.py:730(readable)
        1    0.000    0.000    0.000    0.000 socket.py:768(close)
      406    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      407    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      408    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      409    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.174    0.174 socket.py:938(getaddrinfo)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
      904    0.001    0.000    0.002    0.000 sre_compile.py:265(_compile_charset)
      904    0.008    0.000    0.011    0.000 sre_compile.py:292(_optimize_charset)
      270    0.001    0.000    0.002    0.000 sre_compile.py:435(_mk_bitmap)
      270    0.001    0.000    0.001    0.000 sre_compile.py:437(<listcomp>)
       14    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
     1005    0.001    0.000    0.002    0.000 sre_compile.py:447(_simple)
       58    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      340    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
  217/181    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      123    0.002    0.000    0.003    0.000 sre_compile.py:516(_get_charset_prefix)
      195    0.001    0.000    0.009    0.000 sre_compile.py:560(_compile_info)
      390    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      195    0.000    0.000    0.050    0.000 sre_compile.py:622(_code)
      195    0.001    0.000    0.134    0.001 sre_compile.py:783(compile)
      232    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
 5526/195    0.019    0.000    0.041    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
     6201    0.002    0.000    0.002    0.000 sre_parse.py:112(__init__)
    12538    0.003    0.000    0.004    0.000 sre_parse.py:161(__len__)
       16    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
    29600    0.008    0.000    0.011    0.000 sre_parse.py:165(__getitem__)
     1363    0.001    0.000    0.001    0.000 sre_parse.py:169(__setitem__)
     7495    0.002    0.000    0.003    0.000 sre_parse.py:173(append)
 5473/376    0.007    0.000    0.010    0.000 sre_parse.py:175(getwidth)
      195    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
    25563    0.008    0.000    0.008    0.000 sre_parse.py:234(__next)
    12259    0.003    0.000    0.005    0.000 sre_parse.py:250(match)
    16736    0.004    0.000    0.009    0.000 sre_parse.py:255(get)
      412    0.000    0.000    0.001    0.000 sre_parse.py:259(getwhile)
       73    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
     4314    0.001    0.000    0.002    0.000 sre_parse.py:287(tell)
        4    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
     1058    0.001    0.000    0.002    0.000 sre_parse.py:296(_class_escape)
      804    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
      944    0.001    0.000    0.001    0.000 sre_parse.py:433(_uniq)
 1276/196    0.006    0.000    0.080    0.000 sre_parse.py:436(_parse_sub)
 4765/204    0.030    0.000    0.080    0.000 sre_parse.py:494(_parse)
      196    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      749    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      176    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      195    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      195    0.001    0.000    0.082    0.000 sre_parse.py:944(parse)
      176    0.000    0.000    0.008    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.008    0.008 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        1    0.000    0.000    0.076    0.076 ssl.py:1014(_create)
      620    0.000    0.000    0.000    0.000 ssl.py:1138(_checkClosed)
        1    0.000    0.000    0.000    0.000 ssl.py:1142(_check_connected)
      309    0.000    0.000    1.485    0.005 ssl.py:1150(read)
        1    0.000    0.000    0.000    0.000 ssl.py:1228(send)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
      309    0.000    0.000    1.485    0.005 ssl.py:1292(recv_into)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.074    0.074 ssl.py:1364(do_handshake)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 ssl.py:452(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:473(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.005    0.005 ssl.py:488(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:499(_encode_hostname)
        1    0.000    0.000    0.076    0.076 ssl.py:507(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        1    0.000    0.000    0.000    0.000 ssl.py:614(options)
        1    0.000    0.000    0.000    0.000 ssl.py:618(options)
        1    0.000    0.000    0.000    0.000 ssl.py:628(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 ssl.py:720(verify_flags)
        1    0.000    0.000    0.000    0.000 ssl.py:724(verify_flags)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.023    0.023 ssl_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 ssl_.py:209(resolve_ssl_version)
        1    0.000    0.000    0.005    0.005 ssl_.py:225(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 ssl_.py:24(<dictcomp>)
        1    0.000    0.000    0.124    0.124 ssl_.py:410(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
        1    0.000    0.000    0.076    0.076 ssl_.py:508(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 ssl_.py:56(_is_has_never_check_common_name_reliable)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:109(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       64    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       54    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       49    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        2    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        1    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:614(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:960(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       13    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       13    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
       13    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       13    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
       12    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        3    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
      354    0.000    0.000    0.000    0.000 types.py:176(__get__)
      139    0.001    0.000    0.004    0.000 typing.py:1016(__init__)
      419    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      322    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  136/118    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       12    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        4    0.000    0.000    0.000    0.000 typing.py:1128(__init__)
       53    0.000    0.000    0.003    0.000 typing.py:1138(__getitem__)
      125    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       60    0.000    0.000    0.002    0.000 typing.py:1147(copy_with)
        4    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       11    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       10    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       18    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
       16    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
      210    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
    79/53    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        4    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
       16    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
        3    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       11    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       26    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      331    0.000    0.000    0.001    0.000 typing.py:137(_type_convert)
      315    0.001    0.000    0.003    0.000 typing.py:146(_type_check)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       10    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
    20770    0.002    0.000    0.002    0.000 typing.py:1737(cast)
      272    0.000    0.000    0.000    0.000 typing.py:1902(get_origin)
       39    0.000    0.000    0.000    0.000 typing.py:2018(overload)
       14    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        8    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
